Branch,Customer,Qty,Item,Price
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0141,1.0,NUTELLA SPREAD MINI.,0.0
Conut Jnah,Person_0141,1.0,"PISTACHIO SAUCE ,(P)",40540.54
Conut Jnah,Person_0141,1.0,PRESSED,0.0
Conut Jnah,Person_0141,1.0,STRAWBERRY .(R),0.0
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0141,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0141,1.0,WATER,79459.45
Conut Jnah,Person_0141,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0141,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,[CHOCOLATE DRESSING],0.0
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38
Conut Jnah,Person_0142,1.0,BLUEBERRIES.,238378.38
Conut Jnah,Person_0142,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0142,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0142,1.0,BROWNIES.,178783.78
Conut Jnah,Person_0142,1.0,CAFFE LATTE,417162.16
Conut Jnah,Person_0142,1.0,CARAMEL MACHIATO,536351.34
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0142,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0142,1.0,CHIMNEY BERRY MIX,1251486.48
Conut Jnah,Person_0142,1.0,CHIMNEY PISTACHIO,1430270.27
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0142,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0142,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0142,1.0,DOUBLE CHOCOLATE MILKSHAKE,774729.73
Conut Jnah,Person_0142,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0142,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0142,1.0,HOT,0.0
Conut Jnah,Person_0142,1.0,ICED,0.0
Conut Jnah,Person_0142,1.0,NO SPREAD,0.0
Conut Jnah,Person_0142,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0142,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0142,1.0,NUTELLA SAUCE.,178783.78
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY,178783.78
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0142,1.0,PRESSED,0.0
Conut Jnah,Person_0142,1.0,REGULAR.,0.0
Conut Jnah,Person_0142,1.0,REGULAR.,0.0
Conut Jnah,Person_0142,1.0,SKIMMED MILK.,0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0142,1.0,WATER,79459.45
Conut Jnah,Person_0142,1.0,"WHIPPED CREAM   ,",0.0
Conut Jnah,Person_0142,1.0,WHIPPED CREAM...,0.0
Conut Jnah,Person_0143,1.0,AFFOGATO,536351.34
Conut Jnah,Person_0144,1.0,CAFFE LATTE,417162.16
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0144,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0144,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0144,1.0,ICED,0.0
Conut Jnah,Person_0144,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0144,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0144,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0144,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0144,1.0,REGULAR.,0.0
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0144,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0144,1.0,WATER,79459.45
Conut Jnah,Person_0144,1.0,WATER,79459.45
Conut Jnah,Person_0144,1.0,WHITE CHOCOLATE SAUCE .(R),0.0
Conut Jnah,Person_0144,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0145,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0145,1.0,MINI BERRY MIX,507216.22
Conut Jnah,Person_0145,1.0,MINI THE ONE,507216.22
Conut Jnah,Person_0145,1.0,"NUTELLA SAUCE ,(R)",0.0
Conut Jnah,Person_0145,1.0,NUTELLA SPREAD MINI.,0.0
Conut Jnah,Person_0145,1.0,PISTACHIO SPREAD MINI.,30459.46
Conut Jnah,Person_0145,1.0,PISTACHIO TOPPING.,0.0
Conut Jnah,Person_0145,1.0,STRAWBERRY .(R),0.0
Conut Jnah,Person_0145,1.0,WHIPPED CREAM  .,0.0
Conut Jnah,Person_0146,1.0,TAKE AWAY,0.0
Conut Jnah,Person_0147,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0147,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0147,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0147,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0147,1.0,HOT,0.0
Conut Jnah,Person_0147,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0147,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0147,1.0,REGULAR.,0.0
Conut Jnah,Person_0147,1.0,SINGLE ESPRESSO,238378.38
Conut Jnah,Person_0147,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0147,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0147,1.0,TIRAMISU CHIMNEY,1311081.08
Conut Jnah,Person_0147,1.0,TIRAMISU CHIMNEY,1311081.08
Conut Jnah,Person_0147,1.0,WATER,79459.45
Conut Jnah,Person_0148,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0148,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0148,1.0,CAFE MOCHA,507216.22
Conut Jnah,Person_0148,1.0,CAFFE LATTE,417162.16
Conut Jnah,Person_0148,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0148,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0148,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0148,1.0,DOUBLE ESPRESSO,328432.43
Conut Jnah,Person_0148,1.0,DOUBLE ESPRESSO,328432.43
Conut Jnah,Person_0148,1.0,DOUBLE ESPRESSO,328432.43
Conut Jnah,Person_0148,1.0,DOUBLE ESPRESSO,328432.43
Conut Jnah,Person_0148,1.0,FULL FAT MILK,0.0
Conut Jnah,Person_0148,1.0,HOT,0.0
Conut Jnah,Person_0148,1.0,HOT,0.0
Conut Jnah,Person_0148,1.0,HOT,0.0
Conut Jnah,Person_0148,1.0,HOT,0.0
Conut Jnah,Person_0148,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0148,1.0,ICED,0.0
Conut Jnah,Person_0148,1.0,ICED,0.0
Conut Jnah,Person_0148,1.0,ICED,0.0
Conut Jnah,Person_0148,1.0,ICED,0.0
Conut Jnah,Person_0148,1.0,ICED SHAKEN ESPRESSO,507216.22
Conut Jnah,Person_0148,1.0,LACTOSE FREE MILK.,0.0
Conut Jnah,Person_0148,1.0,LACTOSE FREE MILK.,0.0
Conut Jnah,Person_0148,1.0,LOTUS SPREAD CONUT.,0.0
Conut Jnah,Person_0148,1.0,NO SPREAD,0.0
Conut Jnah,Person_0148,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,REGULAR.,0.0
Conut Jnah,Person_0148,1.0,SINGLE ESPRESSO,238378.38
Conut Jnah,Person_0148,1.0,SINGLE ESPRESSO,238378.38
Conut Jnah,Person_0148,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0148,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0148,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0148,1.0,"WHITE CHOCOLATE SAUCE , (R)",0.0
Conut Jnah,Person_0148,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0149,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0149,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0149,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0149,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0149,1.0,PISTACHIO SPREAD CHIMNEY.,59594.59
Conut Jnah,Person_0149,1.0,PRESSED,0.0
Conut Jnah,Person_0149,1.0,PRESSED,0.0
Conut Jnah,Person_0149,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0149,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0149,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0149,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0150,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0150,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0150,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0150,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0150,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0150,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0150,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0150,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0150,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0150,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0150,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0151,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0151,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0151,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0151,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0151,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0151,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0151,1.0,PRESSED,0.0
Conut Jnah,Person_0151,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0152,1.0,"BLUEBERRIES , (P)",40540.54
Conut Jnah,Person_0152,1.0,"BLUEBERRIES, (P)",20720.72
Conut Jnah,Person_0152,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0152,1.0,"BROWNIES , (R)",0.0
Conut Jnah,Person_0152,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0152,1.0,CONUT BOSTON CHEESECAKE,924378.38
Conut Jnah,Person_0152,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0152,1.0,CONUT TRIPLE CHOCOLATE,924378.38
Conut Jnah,Person_0152,1.0,"CRUSHED LOTUS , (R)",0.0
Conut Jnah,Person_0152,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0152,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0152,1.0,"LOTUS SAUCE , (R)",0.0
Conut Jnah,Person_0152,1.0,LOTUS SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0152,1.0,LOTUS SPREAD CONUT.,0.0
Conut Jnah,Person_0152,1.0,NO SPREAD..,0.0
Conut Jnah,Person_0152,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0152,1.0,RASPBERRIES (P),119189.19
Conut Jnah,Person_0152,1.0,RASPBERRIES.,238378.38
Conut Jnah,Person_0152,1.0,STRAWBERRIES (R),90054.05
Conut Jnah,Person_0152,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0152,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0
Conut Jnah,Person_0153,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0153,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0153,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0153,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0153,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0153,1.0,NO TOPPINGS,0.0
Conut Jnah,Person_0153,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0153,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0153,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0154,1.0,"CARAMEL SAUCE  ,(R)",0.0
Conut Jnah,Person_0154,1.0,"CRUSHED LOTUS,(R)",0.0
Conut Jnah,Person_0154,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0154,1.0,MINI BOSTON CHEESECAKE,536351.34
Conut Jnah,Person_0154,1.0,MINI THE ONE,507216.22
Conut Jnah,Person_0154,1.0,NO SPREAD .,0.0
Conut Jnah,Person_0154,1.0,NUTELLA SPREAD MINI.,0.0
Conut Jnah,Person_0154,1.0,STRAWBERRY .(R),0.0
Conut Jnah,Person_0154,1.0,STRAWBERRY .(R),0.0
Conut Jnah,Person_0154,1.0,TIRAMISU MINI CONUT,595945.95
Conut Jnah,Person_0155,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0155,1.0,CONUT THE ONE,893918.92
Conut Jnah,Person_0155,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0155,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0155,1.0,"STRAWBERRY , (R)",0.0
Conut Jnah,Person_0156,1.0,"CARAMEL SAUCE , (R)",0.0
Conut Jnah,Person_0156,1.0,CONUT BERRY MIX,893918.92
Conut Jnah,Person_0156,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0156,1.0,NUTELLA SAUCE . (R),0.0
Conut Jnah,Person_0156,1.0,NUTELLA SPREAD CONUT.,0.0
Conut Jnah,Person_0157,1.0,BLUEBERRIES.,238378.38
Conut Jnah,Person_0157,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0157,1.0,CRUSHED LOTUS.,178783.78
Conut Jnah,Person_0157,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0157,1.0,LOTUS SAUCE.,178783.78
Conut Jnah,Person_0157,1.0,LOTUS SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0157,1.0,PISTACHIO SPREAD CHIMNEY,238378.38
Conut Jnah,Person_0157,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0157,1.0,WHITE CHOCOLATE SAUCE .(R),0.0
Conut Jnah,Person_0158,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0158,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0158,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0158,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0158,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0158,1.0,PRESSED,0.0
Conut Jnah,Person_0159,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0159,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0159,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0159,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0159,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0159,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0159,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0159,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0159,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0159,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0159,1.0,NO CINNAMON,0.0
Conut Jnah,Person_0159,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0159,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0159,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0159,1.0,PRESSED,0.0
Conut Jnah,Person_0159,1.0,PRESSED,0.0
Conut Jnah,Person_0159,1.0,PRESSED,0.0
Conut Jnah,Person_0160,1.0,BOSTON CHEESECAKE MINI,0.0
Conut Jnah,Person_0160,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0160,1.0,PISTACHIO MINI,0.0
Conut Jnah,Person_0160,1.0,THE ONE MINI,0.0
Conut Jnah,Person_0160,1.0,THE SHARING BOX.,1668648.66
Conut Jnah,Person_0160,1.0,TRIPLE CHOCOLATE MINI,0.0
Conut Jnah,Person_0161,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0161,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0161,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0161,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0161,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0161,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0161,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0161,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0161,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0161,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0161,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0161,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0161,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0161,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0161,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0161,1.0,"RASPBERRIES ,(P)",40540.54
Conut Jnah,Person_0161,1.0,"RASPBERRIES ,(P)",40540.54
Conut Jnah,Person_0162,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0162,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0162,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0162,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0162,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0162,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0162,1.0,NO SPREAD,0.0
Conut Jnah,Person_0162,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0162,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0162,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0162,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0162,1.0,PRESSED,0.0
Conut Jnah,Person_0162,1.0,PRESSED,0.0
Conut Jnah,Person_0162,1.0,PRESSED,0.0
Conut Jnah,Person_0162,1.0,REGULAR,0.0
Conut Jnah,Person_0162,1.0,REGULAR,0.0
Conut Jnah,Person_0163,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0163,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0163,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0163,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0163,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0163,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0163,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0163,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0163,1.0,PRESSED,0.0
Conut Jnah,Person_0163,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0164,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0164,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0164,1.0,"LOTUS SAUCE,(R)",0.0
Conut Jnah,Person_0164,1.0,NO SPREAD,0.0
Conut Jnah,Person_0164,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0165,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0165,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0165,1.0,"CARAMEL SAUCE, (R)",0.0
Conut Jnah,Person_0165,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0165,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0165,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0165,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0165,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0165,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0166,1.0,BOSTON CHEESECAKE MINI,0.0
Conut Jnah,Person_0166,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0166,1.0,PISTACHIO MINI,0.0
Conut Jnah,Person_0166,1.0,THE ONE MINI,0.0
Conut Jnah,Person_0166,1.0,THE SHARING BOX.,1668648.66
Conut Jnah,Person_0166,1.0,TRIPLE CHOCOLATE MINI,0.0
Conut Jnah,Person_0167,1.0,CHIMNEY PISTACHIO,1430270.27
Conut Jnah,Person_0167,1.0,CLASSIC CHIMNEY,595945.95
Conut Jnah,Person_0167,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0167,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0167,1.0,"NO SPREAD,,",0.0
Conut Jnah,Person_0167,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0167,1.0,PISTACHIO SAUCE.,238378.38
Conut Jnah,Person_0167,1.0,PISTACHIO SAUCE.,238378.38
Conut Jnah,Person_0167,1.0,PRESSED,0.0
Conut Jnah,Person_0167,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0167,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0167,1.0,STRAWBERRY.,178783.78
Conut Jnah,Person_0168,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0168,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0168,1.0,CHIMNEY THE ORIGINAL,1191891.89
Conut Jnah,Person_0168,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0168,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0168,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0168,1.0,LOTUS SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0168,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0168,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0168,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0168,1.0,WHITE CHOCOLATE SAUCE .(R),0.0
Conut Jnah,Person_0169,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0169,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0169,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0169,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0169,1.0,"BLUEBERRIES , (P)",40540.54
Conut Jnah,Person_0169,1.0,"BLUEBERRIES , (P)",40540.54
Conut Jnah,Person_0169,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0169,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0169,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0169,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0169,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0169,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
Conut Jnah,Person_0169,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0169,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0169,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0169,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0169,1.0,ICE CREAM ON THE SIDE,0.0
Conut Jnah,Person_0169,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0169,1.0,"NUTELLA SAUCE,(R)",0.0
Conut Jnah,Person_0169,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0169,1.0,NUTELLA SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0169,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0169,1.0,"STRAWBERRY,(R)",0.0
Conut Jnah,Person_0169,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0169,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0
Conut Jnah,Person_0170,1.0,DELIVERY CHARGE,238378.38
Conut Jnah,Person_0170,1.0,MINI BERRY MIX,507216.22
Conut Jnah,Person_0170,1.0,"NUTELLA SAUCE ,(R)",0.0
Conut Jnah,Person_0170,1.0,NUTELLA SPREAD MINI.,0.0
Conut Jnah,Person_0170,1.0,WHIPPED CREAM  .,0.0
Conut Jnah,Person_0171,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0171,1.0,ADD ICE CREAM,476756.75
Conut Jnah,Person_0171,1.0,BROWNIES . (R),0.0
Conut Jnah,Person_0171,1.0,CHIMNEY THE ONE,1251486.48
Conut Jnah,Person_0171,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08
