Branch,Division,Group,Item,Qty,Total_Amount,branch_total_sales,unit_price,item_sales_share_in_branch,item_rank_in_branch,is_top10_item_in_branch,group_total_sales,group_rank_in_branch,is_top3_group_in_branch,group_sales_share_in_branch
Conut,Hot-Coffee Based,Hot-Coffee Based,CAFFE AMERICANO,16.0,4264324.26,4391472696.01,266520.26625,0.0009710465156425713,45.0,0,36804296.96,7.0,0,0.008380855240985469
Conut,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,7.0,1668648.63,4391472696.01,238378.3757142857,0.0003799747249974021,62.0,0,36804296.96,7.0,0,0.008380855240985469
Conut,Hot-Coffee Based,Hot-Coffee Based,DOUBLE ESPRESSO,31.0,10181405.25,4391472696.01,328432.42741935485,0.0023184489474910343,31.0,0,36804296.96,7.0,0,0.008380855240985469
Conut,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,4.0,2028864.89,4391472696.01,507216.2225,0.00046200102572501107,58.0,0,36804296.96,7.0,0,0.008380855240985469
Conut,Hot-Coffee Based,Hot-Coffee Based,FLAT WHITE,3.0,1164081.06,4391472696.01,388027.02,0.0002650776039340196,73.0,0,36804296.96,7.0,0,0.008380855240985469
Conut,Hot-Coffee Based,Free Dressing,[CARAMEL DRESSING],26.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Dressing,[CHOCOLATE DRESSING],29.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Dressing,[NO DRESSING],24.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Dressing,[STRAWBERRY DRESSING],10.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Dressing,[SALTED CARAMEL DRESSING],10.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Whipped Cream,WHIPPED CREAM...,42.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,Free Whipped Cream,NO WHIPPED CREAM,61.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,PRESSED,215.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,CHIMNEY CAKE OPTIONS,REGULAR,45.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,257.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,249.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Bev Add-ons,Bev Add-ons,WHIPPED CREAM,4.0,476756.75,4391472696.01,119189.1875,0.00010856420681680912,89.0,0,1197189.17,18.0,0,0.0002726167855006228
Conut,Bev Add-ons,Bev Add-ons,"CARAMEL  SAUCE,",4.0,360216.21,4391472696.01,90054.0525,8.202628934190686e-05,93.0,0,1197189.17,18.0,0,0.0002726167855006228
Conut,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,3.0,270162.16,4391472696.01,90054.05333333333,6.151971757571523e-05,97.0,0,1197189.17,18.0,0,0.0002726167855006228
Conut,Bev Add-ons,Bev Add-ons,EXTRA ESPRESSO SHOT,1.0,90054.05,4391472696.01,90054.05,2.0506571766191606e-05,106.0,0,1197189.17,18.0,0,0.0002726167855006228
Conut,Frappes,Frappes,MOCHA FRAPPE,14.0,7508918.82,4391472696.01,536351.3442857143,0.001709886259072599,35.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,CARAMEL MOCHA FRAPPE,3.0,1609054.03,4391472696.01,536351.3433333334,0.00036640419772208824,63.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,HAZELNUT MOCHA FRAPPE,2.0,1072702.69,4391472696.01,536351.345,0.0002442694659071056,76.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,CARAMEL FRAPPE,8.0,4290810.75,4391472696.01,536351.34375,0.000977077861351282,44.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,VANILLA FRAPPE,2.0,1072702.69,4391472696.01,536351.345,0.0002442694659071056,76.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,WHITE MOCHA FRAPPE,4.0,2145405.38,4391472696.01,536351.345,0.0004885389318142112,56.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,SALTED CARAMEL FRAPPE,2.0,1072702.69,4391472696.01,536351.345,0.0002442694659071056,76.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,ESPRESSO FRAPPE,2.0,895243.23,4391472696.01,447621.615,0.0002038594548961671,79.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Frappes,Frappes,TOFFEE NUT FRAPPE,1.0,536351.34,4391472696.01,536351.34,0.0001221347318149826,87.0,0,20203891.62,8.0,0,0.0046007098343926476
Conut,Shakes,Shakes,VANILLA MILKSHAKE,14.0,7508918.82,4391472696.01,536351.3442857143,0.001709886259072599,35.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,OREO MILKSHAKE,19.0,13587567.67,4391472696.01,715135.1405263158,0.0030940799614547023,29.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,STRAWBERRY MILKSHAKE,12.0,8581621.68,4391472696.01,715135.14,0.0019541557636910917,33.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,8.0,6197837.87,4391472696.01,774729.73375,0.0014113347159442036,38.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,PISTACHIO MILKSHAKE,4.0,3575675.69,4391472696.01,893918.9225,0.0008142315659274812,47.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,2.0,1549459.47,4391472696.01,774729.735,0.00035283367955533604,64.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,4.0,3098918.94,4391472696.01,774729.735,0.0007056673591106721,48.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,1.0,774729.73,4391472696.01,774729.73,0.0001764168386390978,81.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Shakes,Shakes,TOFFEE NUT MILKSHAKE,3.0,2324189.2,4391472696.01,774729.7333333334,0.0005292505181944339,53.0,0,47198919.07,6.0,0,0.010747856661589618
Conut,Hot and Cold Drinks,Hot and Cold Drinks,ICED CHOCOLATE,3.0,1342864.84,4391472696.01,447621.61333333334,0.00030578918120568045,69.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WATER,907.0,72069724.84,4391472696.01,79459.45406835723,0.016411288382933827,17.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,VIA SPARKLING WATER,24.0,4290810.75,4391472696.01,178783.78125,0.000977077861351282,44.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,MANGO PASSION,22.0,9177567.45,4391472696.01,417162.1568181818,0.002089860984070001,32.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,MELON PASSION,7.0,2920135.1,4391472696.01,417162.15714285715,0.0006649557681761687,50.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES,13.0,5423108.04,4391472696.01,417162.15692307695,0.0012349178545337017,41.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,Hot and Cold Drinks,WILD BERRIES PASSION,2.0,834324.31,4391472696.01,417162.155,0.00018998736136013086,80.0,0,96058535.33000001,3.0,1,0.02187387739363079
Conut,Hot and Cold Drinks,TEA FLAVORS,EARL GREY,1.0,297972.97,4391472696.01,297972.97,6.785262954514824e-05,96.0,0,5363513.45,13.0,0,0.0012213473295355282
Conut,Hot and Cold Drinks,TEA FLAVORS,GREEN TEA,2.0,595945.94,4391472696.01,297972.97,0.0001357052590902965,85.0,0,5363513.45,13.0,0,0.0012213473295355282
Conut,Hot and Cold Drinks,TEA FLAVORS,PEPPERMINT TEA,1.0,297972.97,4391472696.01,297972.97,6.785262954514824e-05,96.0,0,5363513.45,13.0,0,0.0012213473295355282
Conut,Hot and Cold Drinks,TEA FLAVORS,PEACH ICED TEA,7.0,2920135.1,4391472696.01,417162.15714285715,0.0006649557681761687,50.0,0,5363513.45,13.0,0,0.0012213473295355282
Conut,Hot and Cold Drinks,TEA FLAVORS,RASPBERRY ICED TEA,3.0,1251486.47,4391472696.01,417162.1566666667,0.0002849810431787665,71.0,0,5363513.45,13.0,0,0.0012213473295355282
Conut,Conuts,Conuts,NO CINNAMON,11.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Extras and Sides,Extras and Sides,ADD ICE CREAM,324.0,154469187.13,4391472696.01,476756.75040123455,0.03517480303824898,9.0,1,154469187.13,2.0,1,0.03517480303824898
Conut,Delivery Service,Delivery,DELIVERY CHARGE,216.0,51489729.04,4391472696.01,238378.37518518517,0.011724934345323946,20.0,0,51489729.04,5.0,0,0.011724934345323946
Conut,Delivery Service,Delivery,SEND CUTLERY,3.0,0.0,4391472696.01,0.0,0.0,110.0,0,51489729.04,5.0,0,0.011724934345323946
Conut,Delivery Service,Delivery,TAKE AWAY,216.0,0.0,4391472696.01,0.0,0.0,110.0,0,51489729.04,5.0,0,0.011724934345323946
Conut,Free Conut Spreads,Free Conut Spreads,NUTELLA SPREAD CONUT.,972.0,0.0,4391472696.01,0.0,0.0,110.0,0,213216.21,22.0,0,4.855232509898644e-05
Conut,Free Conut Spreads,Free Conut Spreads,LOTUS SPREAD CONUT.,50.0,0.0,4391472696.01,0.0,0.0,110.0,0,213216.21,22.0,0,4.855232509898644e-05
Conut,Free Conut Spreads,Free Conut Spreads,WHITE CHOCOLATE SPREAD CONUT.,184.0,0.0,4391472696.01,0.0,0.0,110.0,0,213216.21,22.0,0,4.855232509898644e-05
Conut,Free Conut Spreads,Free Conut Spreads,PISTACHIO SPREAD CONUT.,7.0,213216.21,4391472696.01,30459.45857142857,4.855232509898644e-05,99.0,0,213216.21,22.0,0,4.855232509898644e-05
Conut,Free Conut Spreads,Free Conut Spreads,NO SPREAD.,31.0,0.0,4391472696.01,0.0,0.0,110.0,0,213216.21,22.0,0,4.855232509898644e-05
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NUTELLA SPREAD CHIMNEY.,1205.0,0.0,4391472696.01,0.0,0.0,110.0,0,1132297.28,19.0,0,0.0002578399909052791
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,LOTUS SPREAD CHIMNEY.,70.0,0.0,4391472696.01,0.0,0.0,110.0,0,1132297.28,19.0,0,0.0002578399909052791
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,WHITE CHOCOLATE SPREAD CHIMNEY.,184.0,0.0,4391472696.01,0.0,0.0,110.0,0,1132297.28,19.0,0,0.0002578399909052791
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,PISTACHIO SPREAD CHIMNEY.,19.0,1132297.28,4391472696.01,59594.59368421053,0.0002578399909052791,74.0,0,1132297.28,19.0,0,0.0002578399909052791
Conut,Free Chimney Cake Spreads,Free Chimney Cake Spreads,NO SPREAD,68.0,0.0,4391472696.01,0.0,0.0,110.0,0,1132297.28,19.0,0,0.0002578399909052791
Conut,Holder,Holders,ARGENTINA,1.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,Holder,Holders,ENGLAND HOLDER,1.0,0.0,4391472696.01,0.0,0.0,110.0,0,0.0,25.0,0,0.0
Conut,ITEMS,ITEMS,CLASSIC CHIMNEY,260.0,154945947.7,4391472696.01,595945.9526923076,0.035283368114933426,8.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI THE ONE,153.0,77604082.2,4391472696.01,507216.22352941177,0.017671539269846638,15.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI THE ORIGINAL,100.0,47675675.04,4391472696.01,476756.7504,0.010856420690789475,22.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT THE ORIGINAL,374.0,323429136.08,4391472696.01,864783.7863101604,0.07364935602898337,3.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,182.0,216924324.11,4391472696.01,1191891.890714286,0.04939671475291031,5.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT THE ONE,554.0,495231082.62,4391472696.01,893918.9216967509,0.1127710717796234,2.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY THE ONE,870.0,1088793241.51,4391472696.01,1251486.4844942528,0.24793351043700093,1.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI PISTACHIO,36.0,22550594.8,4391472696.01,626405.4111111112,0.005135087101984944,27.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT PISTACHIO,104.0,105363243.37,4391472696.01,1013108.1093269231,0.023992690075411566,11.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY PISTACHIO,116.0,165911350.84,4391472696.01,1430270.265862069,0.03778034439124341,7.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,40.0,21454053.77,4391472696.01,536351.34425,0.004885389311310691,28.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,82.0,75799027.17,4391472696.01,924378.3801219512,0.017260502892086613,16.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,75.0,98331080.87,4391472696.01,1311081.0782666667,0.02239136792523874,12.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI BERRY MIX,49.0,24853594.95,4391472696.01,507216.22346938774,0.005659512575947803,25.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT BERRY MIX,134.0,119785135.51,4391472696.01,893918.921716418,0.027276757434660646,10.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY BERRY MIX,67.0,83849594.46,4391472696.01,1251486.484477612,0.019093730113859977,14.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,ICE CREAM BOWL,142.0,84624325.28,4391472696.01,595945.9526760563,0.019270147200707383,13.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT BITES,61.0,39987973.34,4391472696.01,655540.5465573771,0.009105823059387853,23.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CINNAMON SUGAR RINGS,5.0,2085810.78,4391472696.01,417162.156,0.00047496840453889737,57.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,2.0,953513.5,4391472696.01,476756.75,0.00021712841363361824,77.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,184.0,170085621.94,4391472696.01,924378.3801086956,0.03873088453778529,6.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,48.0,25744864.52,4391472696.01,536351.3441666666,0.005862467172661973,24.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,167.0,218950540.08,4391472696.01,1311081.0783233533,0.04985811258235395,4.0,1,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CHIMNEY COMBO.,14.0,55065405.49,4391472696.01,3933243.2492857142,0.0125391660843141,19.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,CONUT COMBO,18.0,49344324.2,4391472696.01,2741351.3444444444,0.011236395536475319,21.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,THE SHARING BOX.,41.0,68414594.87,4391472696.01,1668648.6553658538,0.015578963961716093,18.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,THE ONE CONUT,18.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,THE ONE MINI,40.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,THE ONE CHIMNEY,14.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,PISTACHIO CONUT,18.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,PISTACHIO MINI,40.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,PISTACHIO CHIMNEY,14.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,18.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,40.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,14.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,18.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,40.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,14.0,0.0,4391472696.01,0.0,0.0,110.0,0,3837758139.0,1.0,1,0.8739114198494065
Conut,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,1.0,59594.59,4391472696.01,59594.59,1.357052499817348e-05,108.0,0,59594.59,23.0,0,1.357052499817348e-05
Conut,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",35.0,0.0,4391472696.01,0.0,0.0,110.0,0,59594.59,23.0,0,1.357052499817348e-05
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,22.0,1981189.15,4391472696.01,90054.05227272726,0.0004511445902419174,60.0,0,3090972.92,16.0,0,0.0007038579387749338
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,7.0,630378.37,4391472696.01,90054.05285714286,0.00014354600691762209,83.0,0,3090972.92,16.0,0,0.0007038579387749338
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,4.0,360216.21,4391472696.01,90054.0525,8.202628934190686e-05,93.0,0,3090972.92,16.0,0,0.0007038579387749338
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,1.0,119189.19,4391472696.01,119189.19,2.7141052273487388e-05,104.0,0,3090972.92,16.0,0,0.0007038579387749338
Conut,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,170.0,0.0,4391472696.01,0.0,0.0,110.0,0,3090972.92,16.0,0,0.0007038579387749338
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,23.0,4112026.97,4391472696.01,178783.78130434782,0.0009363662840796213,46.0,0,12872432.260000002,11.0,0,0.002931233586330987
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,32.0,5721081.0,4391472696.01,178783.78125,0.0013027704818017094,40.0,0,12872432.260000002,11.0,0,0.002931233586330987
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,13.0,2324189.16,4391472696.01,178783.78153846154,0.0005292505090858722,54.0,0,12872432.260000002,11.0,0,0.002931233586330987
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,PISTACHIO SPREAD CHIMNEY,3.0,715135.13,4391472696.01,238378.37666666668,0.0001628463113637839,82.0,0,12872432.260000002,11.0,0,0.002931233586330987
Conut,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",164.0,0.0,4391472696.01,0.0,0.0,110.0,0,12872432.260000002,11.0,0,0.002931233586330987
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),6.0,540324.31,4391472696.01,90054.05166666668,0.00012303943287429007,86.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED LOTUS (R),2.0,180108.1,4391472696.01,90054.05,4.101314353238321e-05,101.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),10.0,900540.52,4391472696.01,90054.052,0.0002050657222161969,78.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),3.0,270162.16,4391472696.01,90054.05333333333,6.151971757571523e-05,97.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),33.0,2971783.72,4391472696.01,90054.05212121212,0.000676716884224306,49.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),15.0,1787837.81,4391472696.01,119189.18733333334,0.00040711577499374913,61.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),13.0,1549459.44,4391472696.01,119189.18769230769,0.00035283367272391476,65.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),6.0,540324.31,4391472696.01,90054.05166666668,0.00012303943287429007,86.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,WHIPPED  CREAM (P),3.0,357567.56,4391472696.01,119189.18666666666,8.142315454332174e-05,94.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED CARAMEL SAUCE (R),0.0,0.0,4391472696.01,,0.0,110.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),12.0,1080648.63,4391472696.01,90054.05249999999,0.0002460788680257205,75.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),1.0,119189.19,4391472696.01,119189.19,2.7141052273487388e-05,104.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,"WHITE CHOCOLATE SAUCE, (R)",5.0,450270.26,4391472696.01,90054.052,0.00010253286110809846,91.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,LOTUS SAUCE (R),3.0,270162.16,4391472696.01,90054.05333333333,6.151971757571523e-05,97.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE CHIPS (P),2.0,238378.38,4391472696.01,119189.19,5.4282104546974776e-05,98.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,FRUIT LOOPS (R),4.0,360216.21,4391472696.01,90054.0525,8.202628934190686e-05,93.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GRANOLA BERRIES (P),1.0,119189.19,4391472696.01,119189.19,2.7141052273487388e-05,104.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRY JAM (P),3.0,357567.56,4391472696.01,119189.18666666666,8.142315454332174e-05,94.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CHERRY JAM (P),1.0,119189.19,4391472696.01,119189.19,2.7141052273487388e-05,104.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GUMMY BEARS (R),7.0,630378.37,4391472696.01,90054.05285714286,0.00014354600691762209,83.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,MARSHMALLOWS (R),6.0,540324.31,4391472696.01,90054.05166666668,0.00012303943287429007,86.0,0,13383621.38,9.0,0,0.003047638527312279
Conut,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED OREO.,38.0,6793783.69,4391472696.01,178783.78131578947,0.0015470399477088151,36.0,0,77174998.96,4.0,0,0.017573830990710606
Conut,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED LOTUS.,23.0,4112026.97,4391472696.01,178783.78130434782,0.0009363662840796213,46.0,0,77174998.96,4.0,0,0.017573830990710606
Conut,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRISPY CREPE.,2.0,357567.56,4391472696.01,178783.78,8.142315454332174e-05,94.0,0,77174998.96,4.0,0,0.017573830990710606
Conut,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BROWNIES.,28.0,5005945.88,4391472696.01,178783.7814285714,0.001139924172715066,42.0,0,77174998.96,4.0,0,0.017573830990710606
Conut,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,STRAWBERRY.,128.0,22884324.02,4391472696.01,178783.78140625,0.005211081931761119,26.0,0,77174998.96,4.0,0,0.017573830990710606
